,idandtype,productname,company,interest_type,deposit_type,highest_rate,deposit_limit,period,monthly_interest,preference,review_counts,average_rate
331,451DEPOSIT,정기적금,insung_sb,단리,자유적립,1.6,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.6%우대 시 1.6%12개월기본 2.1%우대 시 2.1%24개월기본 2.2%우대 시 2.2%36개월기본 2.2%우대 시 2.2%
",- 인터넷뱅킹(1년 이상) : 연 0.1%,0,
332,452DEPOSIT,정기적금,insung_sb,단리,정기적립,1.8,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2.6%우대 시 2.6%24개월기본 2.8%우대 시 2.8%36개월기본 2.9%우대 시 2.9%
",- 인터넷뱅킹(1년 이상) : 연 0.1%,0,
333,453DEPOSIT,정기적금,kuemhwa_sb,단리,자유적립,1.8,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2.1%우대 시 2.1%24개월기본 2.3%우대 시 2.3%36개월기본 2.3%우대 시 2.3%
",- 창구전용상품,0,
334,454DEPOSIT,정기적금,kuemhwa_sb,단리,정기적립,1.8,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2.6%우대 시 2.6%24개월기본 2.8%우대 시 2.8%36개월기본 2.9%우대 시 2.9%
",- 창구전용상품,0,
335,455DEPOSIT,정기적금,incheon_sb,단리,정기적립,2.2,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.2%우대 시 2.2%12개월기본 2.6%우대 시 2.6%24개월기본 2.8%우대 시 2.8%36개월기본 2.9%우대 시 2.9%
",- 인터넷뱅킹 가입시 연 0.1%,0,
336,456DEPOSIT,정기적금(자유적립식),incheon_sb,단리,자유적립,1.9,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.9%우대 시 1.9%12개월기본 2.3%우대 시 2.3%24개월기본 2.5%우대 시 2.5%36개월기본 2.5%우대 시 2.5%
",없음,0,
337,457DEPOSIT,정기적금,moa_sb,단리,정기적립,2.6,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 2.6%우대 시 2.6%24개월기본 2.7%우대 시 2.7%36개월기본 2.8%우대 시 2.8%
","- 인터넷뱅킹 예금 가입 : 연 0.1%
 - 스마트폰뱅킹 예금 가입 : 연 0.1%",0,
338,458DEPOSIT,12干支정기적금,moa_sb,단리,정기적립,2.7,30만원 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 2.7%우대 시 2.7%24개월기본 2.8%우대 시 2.8%36개월기본 2.9%우대 시 2.9%
",- 해당연도의 띠인 고객 : 연 0.1%,0,
339,459DEPOSIT,생일축하정기적금,moa_sb,단리,정기적립,2.7,30만원 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 2.7%우대 시 2.7%24개월기본 2.8%우대 시 2.8%36개월기본 2.9%우대 시 2.9%
",- 주민등록상 생일 기준 ±10일 이내 고객 : 연 0.1%,0,
340,460DEPOSIT,한마음정기적금,debec_sb,복리,자유적립,1.5,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.5%우대 시 1.5%12개월기본 1.9%우대 시 1.9%24개월기본 2%우대 시 2%36개월기본 2%우대 시 2%
",없음,0,
341,461DEPOSIT,한마음정기적금,debec_sb,복리,정기적립,2.0,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2%우대 시 2%12개월기본 2.5%우대 시 2.5%24개월기본 2.7%우대 시 2.7%36개월기본 2.7%우대 시 2.7%
",없음,0,
342,462DEPOSIT,한마음정기적금,debec_sb,단리,자유적립,1.5,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.5%우대 시 1.5%12개월기본 1.9%우대 시 1.9%24개월기본 2%우대 시 2%36개월기본 2%우대 시 2%
",없음,0,
343,463DEPOSIT,한마음정기적금,debec_sb,단리,정기적립,2.0,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2%우대 시 2%12개월기본 2.5%우대 시 2.5%24개월기본 2.7%우대 시 2.7%36개월기본 2.7%우대 시 2.7%
",없음,0,
344,464DEPOSIT,정기적금,union_sb,단리,정기적립,2.0,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2%우대 시 2%12개월기본 2.7%우대 시 2.7%24개월기본 2.8%우대 시 2.8%36개월기본 3%우대 시 3%
","- 인터넷뱅킹, 스마트뱅킹으로 가입시 연 0.1% 우대",0,
345,465DEPOSIT,첫만남정기적금,union_sb,단리,정기적립,3.2,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 3.2%우대 시 3.2%24개월기본 3.3%우대 시 3.3%36개월기본 3.4%우대 시 3.4%
","- 100억한도 특판 (인터넷뱅킹, 스마트뱅킹 전용 상품)",0,
346,466DEPOSIT,정기적금,ms_sb,단리,정기적립,2.0,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2%우대 시 2%12개월기본 2.2%우대 시 2.2%24개월기본 2.4%우대 시 2.4%36개월기본 2.6%우대 시 2.6%
",없음,0,
347,467DEPOSIT,정기적금,anguk_sb,단리,정기적립,2.8,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.8%우대 시 2.8%12개월기본 2.8%우대 시 2.8%24개월기본 2.8%우대 시 2.8%36개월기본 3%우대 시 3%
",없음,0,
348,468DEPOSIT,정기적금,ny_sb,단리,정기적립,2.5,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.5%우대 시 2.5%12개월기본 2.6%우대 시 2.6%24개월기본 2.7%우대 시 2.7%36개월기본 2.8%우대 시 2.8%
",- 인터넷 가입시 연 0.1%,0,
349,469DEPOSIT,정기적금,bulim_sb,단리,정기적립,1.8,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2.1%우대 시 2.1%24개월기본 2.1%우대 시 2.1%36개월기본 2.2%우대 시 2.2%
",- 인터넷 신규 가입 : 연 0.1%,0,
350,46DEPOSIT,주택청약종합저축,kb,단리,자유적립,1.0,2만원 ~ 50만원,6개월 ~ 60개월,"
개월별 기본금리
6개월기본 1%우대 시 1%12개월기본 1.5%우대 시 1.5%24개월기본 2%우대 시 2%36개월기본 2%우대 시 2%48개월기본 2%우대 시 2%60개월기본 2%우대 시 2%
",,10,3.8
351,470DEPOSIT,아이사랑 정기적금,bulim_sb,단리,정기적립,2.0,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2%우대 시 2%12개월기본 2.3%우대 시 2.3%24개월기본 2.3%우대 시 2.3%36개월기본 2.4%우대 시 2.4%
",없음,0,
352,471DEPOSIT,정기적금,kiwoom_sb,단리,정기적립,2.2,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.2%우대 시 2.2%12개월기본 2.4%우대 시 2.4%24개월기본 2.5%우대 시 2.5%36개월기본 2.6%우대 시 2.6%
",없음,0,
353,472DEPOSIT,e-plus정기적금,kiwoom_sb,단리,정기적립,2.3,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.3%우대 시 2.3%12개월기본 2.5%우대 시 2.5%24개월기본 2.6%우대 시 2.6%36개월기본 2.7%우대 시 2.7%
",없음,0,
354,473DEPOSIT,정기적금,samjung_sb,단리,정기적립,2.0,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2%우대 시 2%12개월기본 2.5%우대 시 2.5%24개월기본 2.6%우대 시 2.6%36개월기본 2.7%우대 시 2.7%
",없음,0,
355,474DEPOSIT,정기적금,pt_sb,단리,정기적립,2.1,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.1%우대 시 2.1%12개월기본 2.5%우대 시 2.5%24개월기본 2.5%우대 시 2.5%36개월기본 2.6%우대 시 2.6%
",- 인터넷 정기적금 가입시 0.1% 우대,0,
356,475DEPOSIT,정기적금,anyang_sb,단리,자유적립,1.8,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2%우대 시 2%24개월기본 2%우대 시 2%36개월기본 2%우대 시 2%
","- 만기 1년 이상 인터넷뱅킹 예,적금 가입 연 0.1%",0,
357,476DEPOSIT,정기적금,anyang_sb,단리,정기적립,2.4,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.4%우대 시 2.4%12개월기본 2.6%우대 시 2.6%24개월기본 2.6%우대 시 2.6%36개월기본 2.6%우대 시 2.6%
",- 인터넷뱅킹 1년 이상 가입 우대금리 연 0.1%,0,
358,477DEPOSIT,정기적금,yj_sb,단리,정기적립,2.6,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.6%우대 시 2.6%12개월기본 2.8%우대 시 2.8%24개월기본 3%우대 시 3%36개월기본 3%우대 시 3%
",없음,0,
359,478DEPOSIT,정기적금,yc_sb,단리,정기적립,2.3,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.3%우대 시 2.3%12개월기본 2.5%우대 시 2.5%24개월기본 2.5%우대 시 2.5%36개월기본 2.5%우대 시 2.5%
",없음,0,
360,479DEPOSIT,정기적금,seram_sb,단리,자유적립,1.8,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2.2%우대 시 2.2%24개월기본 2.3%우대 시 2.3%36개월기본 2.3%우대 시 2.3%
",없음,0,
361,47DEPOSIT,직장인우대적금,kb,단리,정기적립,2.1,1만원 ~ 300만원,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.3%우대 시 2.1%24개월기본 1.5%우대 시 2.3%36개월기본 1.8%우대 시 2.6%
","※우대이율 최고 연0.5%p
- 직장인우대이율 : 연0.3
- 제휴사통신사 우대이율 : 연0.1 or 연0.2
(단위:%p)",13,3.8
362,480DEPOSIT,정기적금,seram_sb,단리,정기적립,1.8,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2.5%우대 시 2.5%24개월기본 2.6%우대 시 2.6%36개월기본 2.7%우대 시 2.7%
",없음,0,
363,481DEPOSIT,정기적금,pepper_sb,단리,자유적립,1.5,제한없음 ~ 제한없음,6개월 ~ 24개월,"
개월별 기본금리
6개월기본 1.5%우대 시 1.5%12개월기본 2.25%우대 시 2.25%24개월기본 2.35%우대 시 2.35%
",- 우대사항 없음,0,
364,482DEPOSIT,정기적금,pepper_sb,단리,정기적립,2.4,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.4%우대 시 2.4%12개월기본 2.6%우대 시 2.6%24개월기본 2.9%우대 시 2.9%36개월기본 2.9%우대 시 2.9%
",- 우대사항 없음,0,
365,483DEPOSIT,정기적금,gp_sb,단리,정기적립,2.4,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.4%우대 시 2.4%12개월기본 2.6%우대 시 2.6%24개월기본 2.6%우대 시 2.6%36개월기본 2.6%우대 시 2.6%
",- 인터넷뱅킹 연 0.1% 우대,0,
366,484DEPOSIT,2030 누구나 정기적금,gp_sb,단리,정기적립,2.6,제한없음 ~ 제한없음,36개월 고정,"
개월별 기본금리
36개월기본 2.6%우대 시 2.6%
",- 만 20세~만 39세 36개월 가입시 연 0.1% 우대,0,
367,485DEPOSIT,e뱅킹정기적금,hanwha_sb,단리,자유적립,1.5,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.5%우대 시 1.5%12개월기본 1.7%우대 시 1.7%24개월기본 1.7%우대 시 1.7%36개월기본 1.7%우대 시 1.7%
",없음,0,
368,486DEPOSIT,e뱅킹정기적금,hanwha_sb,단리,정기적립,2.3,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.3%우대 시 2.3%12개월기본 2.6%우대 시 2.6%24개월기본 2.7%우대 시 2.7%36개월기본 2.8%우대 시 2.8%
",없음,0,
369,487DEPOSIT,한화가족사랑 정기적금,hanwha_sb,단리,자유적립,1.5,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.5%우대 시 1.5%12개월기본 1.7%우대 시 1.7%24개월기본 1.7%우대 시 1.7%36개월기본 1.7%우대 시 1.7%
",없음,0,
370,488DEPOSIT,한화가족사랑 정기적금,hanwha_sb,단리,정기적립,2.3,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.3%우대 시 2.3%12개월기본 2.6%우대 시 2.6%24개월기본 2.7%우대 시 2.7%36개월기본 2.8%우대 시 2.8%
",없음,0,
371,489DEPOSIT,한화가족사랑 정기적금,hanwha_sb,단리,자유적립,1.5,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.5%우대 시 1.5%12개월기본 1.7%우대 시 1.7%24개월기본 1.7%우대 시 1.7%36개월기본 1.7%우대 시 1.7%
",없음,0,
372,48DEPOSIT,KB Smart 폰 적금,kb,단리,자유적립,2.2,제한없음 ~ 100만원,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 0.9%우대 시 2.2%12개월기본 1.3%우대 시 2.6%24개월기본 1.4%우대 시 2.7%36개월기본 1.6%우대 시 2.9%
","※우대이율 최고 연0.9%p
- 추천우대이율 : 최대 연0.3
- 아이콘적립우대이율 : 최대 연0.2
- 굿다운로더 우대이율 : 연0.1
- KB樂Star통장 우대이율 : 연0.3
(단위:%p)",62,3.9
373,490DEPOSIT,한화가족사랑 정기적금,hanwha_sb,단리,정기적립,2.3,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.3%우대 시 2.3%12개월기본 2.6%우대 시 2.6%24개월기본 2.7%우대 시 2.7%36개월기본 2.8%우대 시 2.8%
",없음,0,
374,491DEPOSIT,e뱅킹정기적금,hanwha_sb,단리,자유적립,1.5,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.5%우대 시 1.5%12개월기본 1.7%우대 시 1.7%24개월기본 1.7%우대 시 1.7%36개월기본 1.7%우대 시 1.7%
",없음,0,
375,492DEPOSIT,e뱅킹정기적금,hanwha_sb,단리,정기적립,2.3,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.3%우대 시 2.3%12개월기본 2.6%우대 시 2.6%24개월기본 2.7%우대 시 2.7%36개월기본 2.8%우대 시 2.8%
",없음,0,
376,493DEPOSIT,신용부금,gangwon_sb,단리,자유적립,1.5,1만원 ~ 제한없음,6개월 ~ 12개월,"
개월별 기본금리
6개월기본 1.5%우대 시 1.5%12개월기본 1.7%우대 시 1.7%
",없음,0,
377,494DEPOSIT,신용부금,gangwon_sb,단리,정기적립,2.0,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2%우대 시 2%12개월기본 2.1%우대 시 2.1%24개월기본 2.1%우대 시 2.1%36개월기본 2.1%우대 시 2.1%
",없음,0,
378,495DEPOSIT,정기적금,dm_sb,단리,자유적립,1.8,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2%우대 시 2%24개월기본 2%우대 시 2%36개월기본 2%우대 시 2%
",없음,0,
379,496DEPOSIT,정기적금,dm_sb,단리,정기적립,2.5,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.5%우대 시 2.5%12개월기본 2.8%우대 시 2.8%24개월기본 3.1%우대 시 3.1%36개월기본 3.3%우대 시 3.3%
",없음,0,
380,497DEPOSIT,정기적금,cheongju_sb,단리,자유적립,1.8,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2.1%우대 시 2.1%24개월기본 2.1%우대 시 2.1%36개월기본 2.1%우대 시 2.1%
",없음,0,
381,498DEPOSIT,정기적금,cheongju_sb,단리,정기적립,2.5,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.5%우대 시 2.5%12개월기본 3.1%우대 시 3.1%24개월기본 3.2%우대 시 3.2%36개월기본 3.3%우대 시 3.3%
",없음,0,
382,499DEPOSIT,정기적금,hansung_sb,단리,정기적립,2.6,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.6%우대 시 2.6%12개월기본 3.2%우대 시 3.2%24개월기본 3.2%우대 시 3.2%36개월기본 3.2%우대 시 3.2%
",없음,0,
383,49DEPOSIT,KB 주니어라이프적금,kb,단리,자유적립,2.6,3만원 ~ 500만원,12개월 고정,"
개월별 기본금리
12개월기본 1.7%우대 시 2.6%
","""- 신규시 우대이율
1. 가족 사랑 : 가입고객을 포함하여 KB국민은행에 가족고객으로 등록된 가족수가 3인 이상인 경우 연0.2%p (신규가입 후 1년간만 제공)
2. 주니어라이프 : 「KB 주니어라이프통장」보유고객이 가입시 연0.1%p  (신규가입 후 1년간만 제공)
3. 사랑 나눔(중복적용불가) : 장애우, 소년·소녀가장, 기초생활수급자(기초생활수급자의 직계비속 포함) 가입시 연0.5%p (신규 및 재예치시 제공)
4. 자동이체 : 계약기간에 해당하는 월차이상을 납입한 계좌 중 납입회차의 2/3이상 창구 이외의 채널을 이용하여 입금할 경우 연0.1%p (신규 및 재예치시 제공)
- 재예치시 우대이율(물가연동)
0~2%미만 상승 : 연 0.1%p
2%이상~5%미만 상승 : 연 0.2%p
5%이상~8%미만 상승 : 연 0.3%p
8%이상 상승 : 연 0.5%p""
",0,
384,500DEPOSIT,정기적금,sj_sb,단리,정기적립,2.1,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.1%우대 시 2.1%12개월기본 2.2%우대 시 2.2%24개월기본 2.3%우대 시 2.3%36개월기본 2.3%우대 시 2.3%
","- 인터넷뱅킹, 모바일뱅킹 가입시 연 0.1% 우대금리 적용",0,
385,501DEPOSIT,정기적금,asan_sb,단리,정기적립,2.7,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 2.7%우대 시 2.7%24개월기본 3%우대 시 3%36개월기본 3%우대 시 3%
",없음,0,
386,502DEPOSIT,정기적금,o2_sb,단리,정기적립,2.8,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.8%우대 시 2.8%12개월기본 3.1%우대 시 3.1%24개월기본 3.2%우대 시 3.2%36개월기본 3.2%우대 시 3.2%
","- E-정기적금(인터넷가입)시 연 0.05% 우대금리 (단, 1년 이상 시 적용)",0,
387,503DEPOSIT,정기적금,star_sb,단리,정기적립,2.2,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.2%우대 시 2.2%12개월기본 2.6%우대 시 2.6%24개월기본 2.8%우대 시 2.8%36개월기본 2.8%우대 시 2.8%
",없음,0,
388,504DEPOSIT,정기적금,daehan_sb,단리,자유적립,1.7,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.7%우대 시 1.7%12개월기본 1.9%우대 시 1.9%24개월기본 2%우대 시 2%36개월기본 2%우대 시 2%
",없음,0,
389,505DEPOSIT,정기적금,daehan_sb,단리,정기적립,2.1,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.1%우대 시 2.1%12개월기본 2.9%우대 시 2.9%24개월기본 3.1%우대 시 3.1%36개월기본 3.1%우대 시 3.1%
",없음,0,
390,506DEPOSIT,장학적금자유식,daehan_sb,단리,자유적립,2.1,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.1%우대 시 2.1%12개월기본 2.9%우대 시 2.9%24개월기본 3.1%우대 시 3.1%36개월기본 3.1%우대 시 3.1%
",없음,0,
